date,gold_usd,gold_usd_variability
2022-06-24,1825.975,-0.34
2022-06-23,1836.65,0.58
2022-06-22,1834.575,-0.11
2022-06-21,1838.375,0.21
2022-06-20,1838.85,0.03
2022-06-17,1845.7,0.37
2022-06-16,1829.025,-0.9
2022-06-15,1823.45,-0.3
2022-06-14,1820.975,-0.14
2022-06-13,1843.4,1.23
2022-06-10,1836.675,-0.36
2022-06-09,1847.05,0.56
2022-06-08,1850.65,0.19
2022-06-07,1848.2,-0.13
2022-06-06,1849.35,0.06
2022-06-01,1837.3,-0.65
2022-05-31,1846.55,0.5
2022-05-30,1856.1,0.52
2022-05-27,1855.375,-0.04
2022-05-26,1846.7,-0.47
2022-05-25,1853.125,0.35
2022-05-24,1862.85,0.52
2022-05-23,1860.25,-0.14
2022-05-20,1840.25,-1.08
2022-05-19,1834.775,-0.3
2022-05-18,1814.575,-1.1
2022-05-17,1826.525,0.66
2022-05-16,1807.65,-1.03
2022-05-13,1817.875,0.57
2022-05-12,1843.9,1.43
2022-05-11,1851.85,0.43
2022-05-10,1859.8,0.43
2022-05-09,1863.15,0.18
2022-05-06,1883.325,1.08
2022-05-05,1893.75,0.55
2022-05-04,1866.175,-1.46
2022-05-03,1863.8,-0.13
2022-04-29,1913.375,2.66
2022-04-28,1889.25,-1.26
2022-04-27,1890.975,0.09
2022-04-26,1904.0,0.69
2022-04-25,1906.85,0.15
2022-04-22,1941.775,1.83
2022-04-21,1944.825,0.16
2022-04-20,1948.55,0.19
2022-04-19,1969.975,1.1
2022-04-14,1966.925,-0.15
2022-04-13,1976.0,0.46
2022-04-12,1956.125,-1.01
2022-04-11,1954.2,-0.1
2022-04-08,1936.3,-0.92
2022-04-07,1929.4,-0.36
2022-04-06,1929.575,0.01
2022-04-05,1936.75,0.37
2022-04-04,1928.7,-0.42
2022-04-01,1931.375,0.14
2022-03-31,1933.125,0.09
2022-03-30,1925.825,-0.38
2022-03-29,1910.525,-0.79
2022-03-28,1932.025,1.13
2022-03-25,1955.225,1.2
2022-03-24,1955.55,0.02
2022-03-23,1931.95,-1.21
2022-03-22,1922.3,-0.5
2022-03-21,1930.05,0.4
2022-03-18,1934.35,0.22
2022-03-17,1945.525,0.58
2022-03-16,1915.975,-1.52
2022-03-15,1921.2,0.27
2022-03-14,1957.825,1.91
2022-03-11,1985.075,1.39
2022-03-10,1997.125,0.61
2022-03-09,2003.025,0.3
2022-03-08,2023.025,1.0
2022-03-07,1990.1,-1.63
2022-03-04,1944.55,-2.29
2022-03-03,1932.5,-0.62
2022-03-02,1927.25,-0.27
2022-03-01,1921.225,-0.31
2022-02-28,1906.575,-0.76
2022-02-25,1898.475,-0.42
2022-02-24,1952.325,2.84
2022-02-23,1900.2,-2.67
2022-02-22,1897.55,-0.14
2022-02-21,1894.95,-0.14
2022-02-18,1890.275,-0.25
2022-02-17,1890.0,-0.01
2022-02-16,1858.5,-1.67
2022-02-15,1851.825,-0.36
2022-02-14,1860.975,0.49
2022-02-11,1828.7,-1.73
2022-02-10,1833.825,0.28
2022-02-09,1827.95,-0.32
2022-02-08,1821.8,-0.34
2022-02-07,1812.35,-0.52
2022-02-04,1809.625,-0.15
2022-02-03,1798.225,-0.63
2022-02-02,1802.825,0.26
2022-02-01,1803.175,0.02
2022-01-31,1792.925,-0.57
2022-01-28,1789.1750000000002,-0.21
2022-01-27,1811.125,1.23
2022-01-26,1840.575,1.63
2022-01-25,1841.475,0.05
2022-01-24,1834.925,-0.36
2022-01-21,1835.925,0.05
2022-01-20,1841.025,0.28
2022-01-19,1822.225,-1.02
2022-01-18,1814.025,-0.45
2022-01-17,1818.95,0.27
2022-01-14,1822.6,0.2
2022-01-13,1821.375,-0.07
2022-01-12,1818.9,-0.14
2022-01-11,1806.0,-0.71
2022-01-10,1797.375,-0.48
2022-01-07,1792.4,-0.28
2022-01-06,1797.15,0.27
2022-01-05,1822.375,1.4
2022-01-04,1810.225,-0.67
2021-12-31,,0.0
2021-12-30,1802.55,-0.42
2021-12-29,1795.3,-0.4
2021-12-24,,0.0
2021-12-23,1805.375,0.56
2021-12-22,1791.35,-0.78
2021-12-21,1794.8,0.19
2021-12-20,1796.85,0.11
2021-12-17,1807.6,0.6
2021-12-16,1790.4250000000002,-0.95
2021-12-15,1769.025,-1.2
2021-12-14,1779.625,0.6
2021-12-13,1786.125,0.37
2021-12-10,1775.825,-0.58
2021-12-09,1779.775,0.22
2021-12-08,1786.8,0.39
2021-12-07,1780.5,-0.35
2021-12-06,1779.95,-0.03
2021-12-03,1770.525,-0.53
2021-12-02,1770.35,-0.01
2021-12-01,1788.025,1.0
2021-11-30,1801.0,0.73
2021-11-29,1790.475,-0.58
2021-11-26,1805.3,0.83
2021-11-25,1789.4,-0.88
2021-11-24,1786.425,-0.17
2021-11-23,1793.225,0.38
2021-11-22,1828.575,1.97
2021-11-19,1861.25,1.79
2021-11-18,1860.4,-0.05
2021-11-17,1861.675,0.07
2021-11-16,1865.725,0.22
2021-11-15,1861.85,-0.21
2021-11-12,1855.275,-0.35
2021-11-11,1858.575,0.18
2021-11-10,1842.175,-0.88
2021-11-09,1825.85,-0.89
2021-11-08,1820.175,-0.31
2021-11-05,1797.525,-1.24
2021-11-04,1787.125,-0.58
2021-11-03,1772.65,-0.81
2021-11-02,1790.975,1.03
2021-11-01,1790.175,-0.04
2021-10-29,1782.725,-0.42
2021-10-28,1800.85,1.02
2021-10-27,1789.55,-0.63
2021-10-26,1793.725,0.23
2021-10-25,1802.225,0.47
2021-10-22,1800.275,-0.11
2021-10-21,1782.3,-1.0
2021-10-20,1778.075,-0.24
2021-10-19,1779.475,0.08
2021-10-18,1765.15,-0.81
2021-10-15,1777.0500000000002,0.67
2021-10-14,1797.9250000000002,1.17
2021-10-13,1776.575,-1.19
2021-10-12,1763.425,-0.74
2021-10-11,1755.1,-0.47
2021-10-08,1765.375,0.59
2021-10-07,1760.3249999999998,-0.29
2021-10-06,1753.975,-0.36
2021-10-05,1755.6,0.09
2021-10-04,1753.1999999999998,-0.14
2021-10-01,1756.3249999999998,0.18
2021-09-30,1736.875,-1.11
2021-09-29,1739.4,0.15
2021-09-28,1736.7,-0.16
2021-09-27,1752.225,0.89
2021-09-24,1750.975,-0.07
2021-09-23,1760.525,0.55
2021-09-22,1774.375,0.79
2021-09-21,1770.45,-0.22
2021-09-20,1757.45,-0.73
2021-09-17,1761.025,0.2
2021-09-16,1764.7,0.21
2021-09-15,1799.1750000000002,1.95
2021-09-14,1790.7,-0.47
2021-09-13,1790.875,0.01
2021-09-10,1797.25,0.36
2021-09-09,1791.8,-0.3
2021-09-08,1791.975,0.01
2021-09-07,1806.45,0.81
2021-09-06,1822.725,0.9
2021-09-03,1817.875,-0.27
2021-09-02,1813.85,-0.22
2021-09-01,1812.85,-0.06
2021-08-31,1814.575,0.1
2021-08-27,1797.0,-0.97
2021-08-26,1785.1999999999998,-0.66
2021-08-25,1791.7,0.36
2021-08-24,1805.7,0.78
2021-08-23,1794.45,-0.62
2021-08-20,1781.0,-0.75
2021-08-19,1785.125,0.23
2021-08-18,1785.775,0.04
2021-08-17,1791.75,0.33
2021-08-16,1781.05,-0.6
2021-08-13,1765.75,-0.86
2021-08-12,1751.45,-0.81
2021-08-11,1738.8249999999998,-0.72
2021-08-10,1726.4499999999998,-0.71
2021-08-09,1740.175,0.79
2021-08-06,1781.1750000000002,2.36
2021-08-05,1805.975,1.39
2021-08-04,1820.775,0.82
2021-08-03,1811.175,-0.53
2021-08-02,1809.5,-0.09
2021-07-30,1827.0,0.97
2021-07-29,1824.375,-0.14
2021-07-28,1797.9499999999998,-1.45
2021-07-27,1798.75,0.04
2021-07-26,1804.175,0.3
2021-07-23,1801.3249999999998,-0.16
2021-07-22,1798.4250000000002,-0.16
2021-07-21,1804.025,0.31
2021-07-20,1819.175,0.84
2021-07-19,1809.075,-0.56
2021-07-16,1823.15,0.78
2021-07-15,1827.875,0.26
2021-07-14,1818.125,-0.53
2021-07-13,1810.85,-0.4
2021-07-12,1797.6750000000002,-0.73
2021-07-09,1804.7,0.39
2021-07-08,1808.975,0.24
2021-07-07,1804.45,-0.25
2021-07-06,1808.825,0.24
2021-07-05,1791.15,-0.98
2021-07-02,1784.825,-0.35
2021-07-01,1777.75,-0.4
2021-06-30,1760.475,-0.97
2021-06-29,1762.525,0.12
2021-06-28,1777.275,0.84
2021-06-25,1784.95,0.43
2021-06-24,1782.525,-0.14
2021-06-23,1787.25,0.27
2021-06-22,1777.0749999999998,-0.57
2021-06-21,1778.75,0.09
2021-06-18,1782.725,0.22
2021-06-17,1792.725,0.56
2021-06-16,1859.425,3.72
2021-06-15,1864.475,0.27
2021-06-14,1862.675,-0.1
2021-06-11,1886.5,1.28
2021-06-10,1885.325,-0.06
2021-06-09,1892.525,0.38
2021-06-08,1892.6,0.0
2021-06-07,1885.225,-0.39
2021-06-04,1880.075,-0.27
2021-06-03,1879.35,-0.04
2021-06-02,1899.325,1.06
2021-06-01,1903.525,0.22
2021-05-28,1896.2,-0.38
2021-05-27,1893.25,-0.16
2021-05-26,1902.025,0.46
2021-05-25,1884.9,-0.9
2021-05-24,1878.5,-0.34
2021-05-21,1876.775,-0.09
2021-05-20,1873.825,-0.16
2021-05-19,1874.225,0.02
2021-05-18,1867.075,-0.38
2021-05-17,1851.075,-0.86
2021-05-14,1835.8,-0.83
2021-05-13,1818.05,-0.97
2021-05-12,1832.15,0.78
2021-05-11,1833.125,0.05
2021-05-10,1837.3,0.23
2021-05-07,1828.525,-0.48
2021-05-06,1803.15,-1.39
2021-05-05,1780.15,-1.28
2021-05-04,1791.35,0.63
2021-04-30,1768.225,-1.29
2021-04-29,1768.65,0.02
2021-04-28,1768.1750000000002,-0.03
2021-04-27,1782.525,0.81
2021-04-26,1776.5,-0.34
2021-04-23,1783.55,0.4
2021-04-22,1786.7,0.18
2021-04-21,1789.625,0.16
2021-04-20,1771.675,-1.0
2021-04-19,1781.45,0.55
2021-04-16,1770.45,-0.62
2021-04-15,1752.6,-1.01
2021-04-14,1739.425,-0.75
2021-04-13,1738.025,-0.08
2021-04-12,1737.1999999999998,-0.05
2021-04-09,1744.575,0.42
2021-04-08,1749.6,0.29
2021-04-07,1737.025,-0.72
2021-04-06,1737.85,0.05
2021-04-01,1720.9499999999998,-0.97
2021-03-31,1688.1999999999998,-1.9
2021-03-30,1690.325,0.13
2021-03-29,1714.95,1.46
2021-03-26,1729.8249999999998,0.87
2021-03-25,1733.25,0.2
2021-03-24,1732.275,-0.06
2021-03-23,1732.725,0.03
2021-03-22,1734.775,0.12
2021-03-19,1736.2,0.08
2021-03-18,1730.0,-0.36
2021-03-17,1733.3000000000002,0.19
2021-03-16,1733.65,0.02
2021-03-15,1725.775,-0.45
2021-03-12,1704.3249999999998,-1.24
2021-03-11,1730.3,1.52
2021-03-10,1713.85,-0.95
2021-03-09,1709.875,-0.23
2021-03-08,1690.75,-1.12
2021-03-05,1696.15,0.32
2021-03-04,1711.0749999999998,0.88
2021-03-03,1719.225,0.48
2021-03-02,1726.175,0.4
2021-03-01,1740.5500000000002,0.83
2021-02-26,1753.975,0.77
2021-02-25,1785.875,1.82
2021-02-24,1797.625,0.66
2021-02-23,1804.575,0.39
2021-02-22,1803.125,-0.08
2021-02-19,1779.975,-1.28
2021-02-18,1777.975,-0.11
2021-02-17,1784.775,0.38
2021-02-16,1808.85,1.35
2021-02-15,1817.375,0.47
2021-02-12,1817.175,-0.01
2021-02-11,1840.9,1.31
2021-02-10,1843.05,0.12
2021-02-09,1843.075,0.0
2021-02-08,1823.45,-1.06
2021-02-05,1805.75,-0.97
2021-02-04,1798.725,-0.39
2021-02-03,1835.075,2.02
2021-02-02,1840.1,0.27
2021-02-01,1860.375,1.1
2021-01-29,1858.25,-0.11
2021-01-28,1846.675,-0.62
2021-01-27,1844.7,-0.11
2021-01-26,1854.9,0.55
2021-01-25,1856.225,0.07
2021-01-22,1853.15,-0.17
2021-01-21,1864.875,0.63
2021-01-20,1855.6,-0.5
2021-01-19,1838.9,-0.9
2021-01-18,1833.5,-0.29
2021-01-15,1846.425,0.7
2021-01-14,1841.0,-0.29
2021-01-13,1855.625,0.79
2021-01-12,1851.55,-0.22
2021-01-11,1847.525,-0.22
2021-01-08,1877.1,1.6
2021-01-07,1915.575,2.05
2021-01-06,1944.575,1.51
2021-01-05,1943.45,-0.06
2021-01-04,1937.0,-0.33
2020-12-31,,0.0
2020-12-30,1882.575,-2.81
2020-12-29,1874.1,-0.45
2020-12-24,,0.0
2020-12-23,1871.05,-0.16
2020-12-22,1875.2,0.22
2020-12-21,1874.625,-0.03
2020-12-18,1879.35,0.25
2020-12-17,1881.35,0.11
2020-12-16,1856.65,-1.31
2020-12-15,1847.475,-0.49
2020-12-14,1825.7,-1.18
2020-12-11,1837.825,0.66
2020-12-10,1839.275,0.08
2020-12-09,1850.775,0.63
2020-12-08,1866.325,0.84
2020-12-07,1846.375,-1.07
2020-12-04,1841.15,-0.28
2020-12-03,1833.575,-0.41
2020-12-02,1827.775,-0.32
2020-12-01,1803.475,-1.33
2020-11-30,1767.25,-2.01
2020-11-27,1793.675,1.5
2020-11-26,1811.125,0.97
2020-11-25,1809.375,-0.1
2020-11-24,1808.85,-0.03
2020-11-23,1852.0,2.39
2020-11-20,1871.35,1.04
2020-11-19,1857.375,-0.75
2020-11-18,1876.65,1.04
2020-11-17,1887.225,0.56
2020-11-16,1889.1,0.1
2020-11-13,1884.55,-0.24
2020-11-12,1871.425,-0.7
2020-11-11,1868.575,-0.15
2020-11-10,1876.8,0.44
2020-11-09,1912.375,1.9
2020-11-06,1944.375,1.67
2020-11-05,1927.625,-0.86
2020-11-04,1894.35,-1.73
2020-11-03,1904.075,0.51
2020-11-02,1888.325,-0.83
2020-10-30,1878.825,-0.5
2020-10-29,1873.575,-0.28
2020-10-28,1883.4,0.52
2020-10-27,1902.3,1.0
2020-10-26,1900.025,-0.12
2020-10-23,1907.125,0.37
2020-10-22,1908.9,0.09
2020-10-21,1921.55,0.66
2020-10-20,1902.375,-1.0
2020-10-19,1907.8,0.29
2020-10-16,1906.625,-0.06
2020-10-15,1891.8,-0.78
2020-10-14,1903.25,0.61
2020-10-13,1906.05,0.15
2020-10-12,1922.65,0.87
2020-10-09,1917.825,-0.25
2020-10-08,1889.4,-1.48
2020-10-07,1886.25,-0.17
2020-10-06,1912.95,1.42
2020-10-05,1904.625,-0.44
2020-10-02,1904.725,0.01
2020-10-01,1898.775,-0.31
2020-09-30,1885.15,-0.72
2020-09-29,1883.175,-0.1
2020-09-28,1857.625,-1.36
2020-09-25,1864.875,0.39
2020-09-24,1856.25,-0.46
2020-09-23,1880.75,1.32
2020-09-22,1904.55,1.27
2020-09-21,1920.125,0.82
2020-09-18,1952.8,1.7
2020-09-17,1936.175,-0.85
2020-09-16,1963.3,1.4
2020-09-15,1956.45,-0.35
2020-09-14,1950.5,-0.3
2020-09-11,1945.95,-0.23
2020-09-10,1955.525,0.49
2020-09-09,1937.8,-0.91
2020-09-08,1915.775,-1.14
2020-09-07,1928.425,0.66
2020-09-04,1931.95,0.18
2020-09-03,1937.275,0.28
2020-09-02,1958.025,1.07
2020-09-01,1980.15,1.13
2020-08-28,1956.6,-1.19
2020-08-27,1931.325,-1.29
2020-08-26,1925.725,-0.29
2020-08-25,1918.3,-0.39
2020-08-24,1945.75,1.43
2020-08-21,1928.6,-0.88
2020-08-20,1927.6,-0.05
2020-08-19,1987.075,3.09
2020-08-18,2006.95,1.0
2020-08-17,1961.35,-2.27
2020-08-14,1946.525,-0.76
2020-08-13,1937.625,-0.46
2020-08-12,1931.8,-0.3
2020-08-11,1968.125,1.88
2020-08-10,2037.4,3.52
2020-08-07,2046.325,0.44
2020-08-06,2058.15,0.58
2020-08-05,2041.3,-0.82
2020-08-04,1975.075,-3.24
2020-08-03,1965.75,-0.47
2020-07-31,1969.8,0.21
2020-07-30,1954.925,-0.76
2020-07-29,1952.625,-0.12
2020-07-28,1936.275,-0.84
2020-07-27,1938.6,0.12
2020-07-24,1897.975,-2.1
2020-07-23,1880.325,-0.93
2020-07-22,1851.7,-1.52
2020-07-21,1832.875,-1.02
2020-07-20,1812.975,-1.09
2020-07-17,1805.125,-0.43
2020-07-16,1806.15,0.06
2020-07-15,1806.95,0.04
2020-07-14,1800.0500000000002,-0.38
2020-07-13,1807.775,0.43
2020-07-10,1804.425,-0.19
2020-07-09,1812.275,0.44
2020-07-08,1805.225,-0.39
2020-07-07,1782.525,-1.26
2020-07-06,1781.15,-0.08
2020-07-03,1773.775,-0.41
2020-07-02,1774.65,0.05
2020-07-01,1779.225,0.26
2020-06-30,1769.4,-0.55
2020-06-29,1770.1999999999998,0.05
2020-06-26,1754.85,-0.87
2020-06-25,1757.55,0.15
2020-06-24,1770.875,0.76
2020-06-23,1762.75,-0.46
2020-06-22,1753.65,-0.52
2020-06-19,1731.65,-1.25
2020-06-18,1726.075,-0.32
2020-06-17,1720.8249999999998,-0.3
2020-06-16,1724.1,0.19
2020-06-15,1710.4250000000002,-0.79
2020-06-12,1734.675,1.42
2020-06-11,1735.075,0.02
2020-06-10,1719.85,-0.88
2020-06-09,1710.5,-0.54
2020-06-08,1691.175,-1.13
2020-06-05,1696.5,0.31
2020-06-04,1703.25,0.4
2020-06-03,1711.475,0.48
2020-06-02,1741.2,1.74
2020-06-01,1732.6999999999998,-0.49
2020-05-29,1727.1750000000002,-0.32
2020-05-28,1720.3249999999998,-0.4
2020-05-27,1699.875,-1.19
2020-05-26,1721.5,1.27
2020-05-22,1733.0,0.67
2020-05-21,1728.85,-0.24
2020-05-20,1749.175,1.18
2020-05-19,1736.6,-0.72
2020-05-18,1745.8000000000002,0.53
2020-05-15,1735.1,-0.61
2020-05-14,1724.0,-0.64
2020-05-13,1704.125,-1.15
2020-05-12,1702.9250000000002,-0.07
2020-05-11,1700.775,-0.13
2020-05-07,1696.35,-0.26
2020-05-06,1695.2,-0.07
2020-05-05,1697.925,0.16
2020-05-04,1706.4,0.5
2020-05-01,1679.65,-1.57
2020-04-30,1709.75,1.79
2020-04-29,1704.675,-0.3
2020-04-28,1699.8249999999998,-0.28
2020-04-27,1716.1,0.96
2020-04-24,1721.575,0.32
2020-04-23,1731.9,0.6
2020-04-22,1706.6,-1.46
2020-04-21,1680.3249999999998,-1.54
2020-04-20,1685.575,0.31
2020-04-17,1692.85,0.43
2020-04-16,1723.675,1.82
2020-04-15,1715.45,-0.48
2020-04-14,1728.875,0.78
2020-04-09,1671.575,-3.31
2020-04-08,1648.425,-1.38
2020-04-07,1650.725,0.14
2020-04-06,1642.4499999999998,-0.5
2020-04-03,1611.425,-1.89
2020-04-02,1602.425,-0.56
2020-04-01,1585.4,-1.06
2020-03-31,1606.8000000000002,1.35
2020-03-30,1621.375,0.91
2020-03-27,1619.25,-0.13
2020-03-26,1627.4499999999998,0.51
2020-03-25,1613.2,-0.88
2020-03-24,1602.625,-0.66
2020-03-23,1509.95,-5.78
2020-03-20,1499.4250000000002,-0.7
2020-03-19,1477.475,-1.46
2020-03-18,1502.1,1.67
2020-03-17,1504.275,0.14
2020-03-16,1496.1750000000002,-0.54
2020-03-13,1575.475,5.3
2020-03-12,1603.6750000000002,1.79
2020-03-11,1658.125,3.4
2020-03-10,1656.5500000000002,-0.09
2020-03-09,1674.55,1.09
2020-03-06,1685.325,0.64
2020-03-05,1653.525,-1.89
2020-03-04,1643.3249999999998,-0.62
2020-03-03,1607.275,-2.19
2020-03-02,1604.6750000000002,-0.16
2020-02-28,1618.1,0.84
2020-02-27,1649.3,1.93
2020-02-26,1641.4250000000002,-0.48
2020-02-25,1653.1,0.71
2020-02-24,1677.0,1.45
2020-02-21,1638.5,-2.3
2020-02-20,1614.675,-1.45
2020-02-19,1606.85,-0.48
2020-02-18,1589.025,-1.11
2020-02-17,1580.55,-0.53
2020-02-14,1578.875,-0.11
2020-02-13,1575.025,-0.24
2020-02-12,1565.225,-0.62
2020-02-11,1569.1,0.25
2020-02-10,1573.625,0.29
2020-02-07,1570.475,-0.2
2020-02-06,1564.025,-0.41
2020-02-05,1552.75,-0.72
2020-02-04,1564.775,0.77
2020-02-03,1576.8,0.77
2020-01-31,1582.525,0.36
2020-01-30,1579.325,-0.2
2020-01-29,1572.325,-0.44
2020-01-28,1576.8,0.28
2020-01-27,1581.775,0.32
2020-01-24,1563.0749999999998,-1.18
2020-01-23,1558.475,-0.29
2020-01-22,1557.5,-0.06
2020-01-21,1553.775,-0.24
2020-01-20,1559.7,0.38
2020-01-17,1557.05,-0.17
2020-01-16,1554.875,-0.14
2020-01-15,1550.45,-0.28
2020-01-14,1545.025,-0.35
2020-01-13,1550.125,0.33
2020-01-10,1551.1999999999998,0.07
2020-01-09,1549.3,-0.12
2020-01-08,1577.4,1.81
2020-01-07,1567.175,-0.65
2020-01-06,1574.975,0.5
2020-01-03,1548.075,-1.71
2020-01-02,1523.8249999999998,-1.57
