date,gold_kzt,gold_kzt_variability
23-05-2022,25229.15,-0.92
20-05-2022,25320.66,0.36
19-05-2022,25297.71,-0.09
18-05-2022,25436.44,0.55
17-05-2022,24939.9,-1.95
16-05-2022,25092.56,0.61
13-05-2022,25869.52,3.1
12-05-2022,26350.85,1.86
11-05-2022,26012.9,-1.28
06-05-2022,26066.75,0.21
05-05-2022,26245.99,0.69
04-05-2022,26380.43,0.51
03-05-2022,27489.49,4.2
29-04-2022,27252.45,-0.86
28-04-2022,27405.75,0.56
27-04-2022,27754.1,1.27
26-04-2022,27652.1,-0.37
25-04-2022,27721.29,0.25
22-04-2022,27780.81,0.21
21-04-2022,27803.02,0.08
20-04-2022,28179.23,1.35
19-04-2022,28500.81,1.14
18-04-2022,28780.85,0.98
15-04-2022,28395.64,-1.34
14-04-2022,28588.39,0.68
13-04-2022,28216.22,-1.3
12-04-2022,28281.82,0.23
11-04-2022,27747.19,-1.89
08-04-2022,28420.2,2.43
07-04-2022,28666.33,0.87
06-04-2022,28715.82,0.17
05-04-2022,29291.12,2.0
04-04-2022,29373.69,0.28
01-04-2022,28846.52,-1.79
31-03-2022,28252.02,-2.06
30-03-2022,28957.47,2.5
29-03-2022,30016.33,3.66
28-03-2022,31086.5,3.57
25-03-2022,30995.16,-0.29
24-03-2022,31384.3,1.26
18-03-2022,31591.97,0.66
17-03-2022,31396.12,-0.62
16-03-2022,31761.29,1.16
15-03-2022,32271.97,1.61
14-03-2022,32704.15,1.34
11-03-2022,32742.38,0.12
10-03-2022,33074.97,1.02
09-03-2022,32476.21,-1.81
05-03-2022,31197.31,-3.94
04-03-2022,30631.9,-1.81
03-03-2022,30368.57,-0.86
02-03-2022,30115.59,-0.83
01-03-2022,30290.3,0.58
28-02-2022,28715.32,-5.2
25-02-2022,29489.67,2.7
24-02-2022,26647.76,-9.64
23-02-2022,26404.57,-0.91
22-02-2022,26115.28,-1.1
21-02-2022,25984.83,-0.5
18-02-2022,25991.45,0.03
17-02-2022,25507.97,-1.86
16-02-2022,25696.53,0.74
15-02-2022,25738.44,0.16
14-02-2022,25194.74,-2.11
11-02-2022,25081.44,-0.45
10-02-2022,25056.28,-0.1
09-02-2022,25087.18,0.12
08-02-2022,25118.6,0.13
07-02-2022,25256.76,0.55
04-02-2022,25185.31,-0.28
03-02-2022,25150.44,-0.14
02-02-2022,25192.92,0.17
01-02-2022,24956.22,-0.94
31-01-2022,24969.64,0.05
28-01-2022,25354.62,1.54
27-01-2022,25767.03,1.63
26-01-2022,25684.42,-0.32
25-01-2022,25669.98,-0.06
24-01-2022,25658.94,-0.04
21-01-2022,25642.43,-0.06
20-01-2022,25388.4,-0.99
19-01-2022,25270.94,-0.46
18-01-2022,25429.87,0.63
17-01-2022,25475.84,0.18
14-01-2022,25410.56,-0.26
13-01-2022,25332.15,-0.31
12-01-2022,25061.62,-1.07
11-01-2022,24997.06,-0.26
10-01-2022,24881.14,-0.46
05-01-2022,25114.48,0.94
31-12-2021,24970.91,-0.57
30-12-2021,24940.48,-0.12
29-12-2021,24759.58,-0.73
28-12-2021,24784.27,0.1
27-12-2021,24822.75,0.16
24-12-2021,25186.64,1.47
23-12-2021,25025.3,-0.64
22-12-2021,25167.38,0.57
21-12-2021,25215.69,0.19
20-12-2021,25310.31,0.38
15-12-2021,24918.02,-1.55
14-12-2021,24872.22,-0.18
13-12-2021,24746.86,-0.5
10-12-2021,24849.56,0.42
09-12-2021,25000.31,0.61
08-12-2021,24866.54,-0.54
07-12-2021,24960.48,0.38
06-12-2021,24876.97,-0.33
03-12-2021,24877.57,0.0
02-12-2021,24941.17,0.26
30-11-2021,25031.39,0.36
29-11-2021,25082.42,0.2
26-11-2021,24746.2,-1.34
25-11-2021,24741.94,-0.02
24-11-2021,24971.59,0.93
23-11-2021,25546.4,2.3
22-11-2021,25759.26,0.83
19-11-2021,25816.79,0.22
18-11-2021,25736.95,-0.31
17-11-2021,25864.26,0.49
16-11-2021,25766.1,-0.38
15-11-2021,25551.53,-0.83
12-11-2021,25661.36,0.43
11-11-2021,25142.18,-2.02
10-11-2021,25176.25,0.14
09-11-2021,25055.79,-0.48
08-11-2021,24780.29,-1.1
05-11-2021,24553.33,-0.92
04-11-2021,24541.52,-0.05
03-11-2021,24628.36,0.35
02-11-2021,24572.94,-0.23
01-11-2021,24666.62,0.38
29-10-2021,24719.31,0.21
28-10-2021,24432.57,-1.16
27-10-2021,24649.09,0.89
26-10-2021,24588.44,-0.25
25-10-2021,24566.17,-0.09
22-10-2021,24435.21,-0.53
21-10-2021,24351.07,-0.34
20-10-2021,24379.06,0.11
19-10-2021,24103.2,-1.13
18-10-2021,24386.53,1.18
15-10-2021,24600.87,0.88
14-10-2021,24215.9,-1.56
13-10-2021,24048.9,-0.69
12-10-2021,23920.48,-0.53
11-10-2021,24003.86,0.35
08-10-2021,24077.57,0.31
07-10-2021,23878.09,-0.83
06-10-2021,24001.08,0.52
05-10-2021,23975.7,-0.11
04-10-2021,24041.69,0.28
01-10-2021,23690.77,-1.46
30-09-2021,23835.54,0.61
29-09-2021,23709.73,-0.53
28-09-2021,23841.46,0.56
27-09-2021,23920.98,0.33
24-09-2021,24200.89,1.17
23-09-2021,24301.31,0.41
22-09-2021,24185.17,-0.48
21-09-2021,24051.06,-0.55
20-09-2021,24149.14,0.41
17-09-2021,24337.27,0.78
16-09-2021,24694.95,1.47
15-09-2021,24487.39,-0.84
14-09-2021,24486.21,-0.0
13-09-2021,24681.91,0.8
10-09-2021,24597.01,-0.34
09-09-2021,24647.08,0.2
08-09-2021,24769.57,0.5
07-09-2021,24995.09,0.91
06-09-2021,24751.23,-0.98
03-09-2021,24880.53,0.52
02-09-2021,24823.74,-0.23
01-09-2021,24814.63,-0.04
31-08-2021,24576.55,-0.96
27-08-2021,24395.18,-0.74
26-08-2021,24506.75,0.46
25-08-2021,24614.18,0.44
24-08-2021,24473.77,-0.57
23-08-2021,24472.98,-0.0
20-08-2021,24529.52,0.23
19-08-2021,24465.49,-0.26
18-08-2021,24514.02,0.2
17-08-2021,24297.08,-0.88
16-08-2021,24025.69,-1.12
13-08-2021,23944.38,-0.34
12-08-2021,23722.61,-0.93
11-08-2021,23678.84,-0.18
10-08-2021,23873.24,0.82
09-08-2021,24548.47,2.83
06-08-2021,24755.93,0.85
05-08-2021,24708.33,-0.19
04-08-2021,24655.13,-0.22
03-08-2021,24667.1,0.05
02-08-2021,24948.41,1.14
30-07-2021,24832.42,-0.46
29-07-2021,24564.93,-1.08
28-07-2021,24519.98,-0.18
27-07-2021,24683.43,0.67
26-07-2021,24618.45,-0.26
23-07-2021,24600.82,-0.07
22-07-2021,24880.31,1.14
21-07-2021,24932.2,0.21
19-07-2021,24982.04,0.2
16-07-2021,25127.4,0.58
15-07-2021,24809.19,-1.27
14-07-2021,24790.35,-0.08
13-07-2021,24790.98,0.0
12-07-2021,24893.42,0.41
09-07-2021,25014.74,0.49
08-07-2021,24818.72,-0.78
07-07-2021,24701.32,-0.47
03-07-2021,24453.58,-1.0
02-07-2021,24299.94,-0.63
01-07-2021,24182.02,-0.49
30-06-2021,24338.67,0.65
29-06-2021,24286.25,-0.22
28-06-2021,24477.67,0.79
25-06-2021,24439.81,-0.15
24-06-2021,24453.95,0.06
23-06-2021,24369.23,-0.35
22-06-2021,24483.31,0.47
21-06-2021,24653.29,0.69
18-06-2021,24790.37,0.56
17-06-2021,25426.84,2.57
16-06-2021,25587.02,0.63
15-06-2021,25519.97,-0.26
14-06-2021,25982.51,1.81
11-06-2021,25868.86,-0.44
10-06-2021,25935.78,0.26
09-06-2021,26025.25,0.34
08-06-2021,25825.98,-0.77
07-06-2021,25735.0,-0.35
04-06-2021,26036.36,1.17
03-06-2021,26097.1,0.23
02-06-2021,26215.37,0.45
01-06-2021,26083.69,-0.5
31-05-2021,26035.01,-0.19
28-05-2021,26106.12,0.27
27-05-2021,26154.57,0.19
26-05-2021,25816.3,-1.29
25-05-2021,25801.09,-0.06
24-05-2021,25889.36,0.34
21-05-2021,25795.95,-0.36
20-05-2021,25567.06,-0.89
19-05-2021,25579.32,0.05
18-05-2021,25400.57,-0.7
17-05-2021,25271.77,-0.51
14-05-2021,24939.46,-1.31
13-05-2021,25121.64,0.73
12-05-2021,25234.07,0.45
11-05-2021,25179.3,-0.22
06-05-2021,24401.15,-3.09
05-05-2021,24618.65,0.89
04-05-2021,24382.26,-0.96
30-04-2021,24405.84,0.1
29-04-2021,24351.06,-0.22
28-04-2021,24587.41,0.97
27-04-2021,24594.76,0.03
26-04-2021,24723.35,0.52
23-04-2021,24813.17,0.36
22-04-2021,24737.79,-0.3
21-04-2021,24394.1,-1.39
20-04-2021,24763.98,1.52
19-04-2021,24443.0,-1.3
16-04-2021,24180.4,-1.07
15-04-2021,24156.3,-0.1
14-04-2021,24087.91,-0.28
13-04-2021,24266.99,0.74
12-04-2021,24342.12,0.31
09-04-2021,24271.16,-0.29
08-04-2021,24042.87,-0.94
07-04-2021,23881.37,-0.67
06-04-2021,23577.34,-1.27
05-04-2021,23547.0,-0.13
02-04-2021,23550.86,0.02
01-04-2021,23022.78,-2.24
31-03-2021,23147.82,0.54
30-03-2021,23481.34,1.44
29-03-2021,23569.46,0.38
26-03-2021,23536.73,-0.14
25-03-2021,23487.34,-0.21
19-03-2021,23369.82,-0.5
18-03-2021,23367.46,-0.01
17-03-2021,23332.75,-0.15
16-03-2021,23266.82,-0.28
15-03-2021,22933.12,-1.43
12-03-2021,23396.24,2.02
11-03-2021,23146.14,-1.07
10-03-2021,22982.07,-0.71
09-03-2021,22862.17,-0.52
05-03-2021,23061.1,0.87
04-03-2021,23313.68,1.1
03-03-2021,23376.6,0.27
02-03-2021,23471.67,0.41
01-03-2021,23665.59,0.83
26-02-2021,23897.95,0.98
25-02-2021,24146.46,1.04
24-02-2021,24139.87,-0.03
23-02-2021,24087.92,-0.22
22-02-2021,23835.74,-1.05
19-02-2021,23842.14,0.03
18-02-2021,23971.36,0.54
17-02-2021,24424.46,1.89
16-02-2021,24358.7,-0.27
15-02-2021,24482.39,0.51
12-02-2021,24726.94,1.0
11-02-2021,24764.66,0.15
10-02-2021,24801.56,0.15
09-02-2021,24394.55,-1.64
08-02-2021,24449.91,0.23
05-02-2021,24577.83,0.52
04-02-2021,24986.29,1.66
03-02-2021,25164.07,0.71
02-02-2021,25334.93,0.68
01-02-2021,25268.96,-0.26
29-01-2021,25043.65,-0.89
28-01-2021,25050.06,0.03
27-01-2021,25138.14,0.35
26-01-2021,25096.72,-0.16
25-01-2021,25011.27,-0.34
22-01-2021,25123.99,0.45
21-01-2021,24963.94,-0.64
20-01-2021,24906.92,-0.23
19-01-2021,24781.5,-0.5
18-01-2021,25005.7,0.9
15-01-2021,24847.11,-0.63
14-01-2021,24962.92,0.47
13-01-2021,25159.1,0.79
12-01-2021,24899.74,-1.03
11-01-2021,25475.58,2.31
08-01-2021,25740.38,1.04
06-01-2021,26333.69,2.3
05-01-2021,26128.69,-0.78
31-12-2020,25396.01,-2.8
30-12-2020,25332.78,-0.25
29-12-2020,25277.8,-0.22
28-12-2020,25255.53,-0.09
25-12-2020,25279.01,0.09
24-12-2020,25297.88,0.07
23-12-2020,25280.1,-0.07
22-12-2020,25218.23,-0.24
21-12-2020,25216.19,-0.01
20-12-2020,25372.66,0.62
15-12-2020,24499.23,-3.44
14-12-2020,24706.7,0.85
11-12-2020,24777.21,0.29
10-12-2020,25108.08,1.34
09-12-2020,25251.26,0.57
08-12-2020,24837.85,-1.64
07-12-2020,24883.36,0.18
04-12-2020,24945.18,0.25
03-12-2020,25074.43,0.52
02-12-2020,24546.29,-2.11
30-11-2020,24639.63,0.38
27-11-2020,24646.53,0.03
26-11-2020,24588.3,-0.24
25-11-2020,24812.83,0.91
24-11-2020,25502.44,2.78
23-11-2020,25695.09,0.76
20-11-2020,25557.59,-0.54
19-11-2020,25877.12,1.25
18-11-2020,25951.96,0.29
17-11-2020,26130.78,0.69
16-11-2020,25997.18,-0.51
13-11-2020,25764.11,-0.9
12-11-2020,25772.85,0.03
11-11-2020,25860.48,0.34
10-11-2020,27130.62,4.91
09-11-2020,27082.25,-0.18
06-11-2020,26631.91,-1.66
05-11-2020,26237.59,-1.48
04-11-2020,26466.66,0.87
03-11-2020,26361.81,-0.4
02-11-2020,26091.81,-1.02
30-10-2020,26081.68,-0.04
29-10-2020,26254.71,0.66
28-10-2020,26236.69,-0.07
27-10-2020,26264.21,0.1
26-10-2020,26285.32,0.08
23-10-2020,26418.76,0.51
22-10-2020,26401.43,-0.07
21-10-2020,26274.04,-0.48
20-10-2020,26275.22,0.0
19-10-2020,26260.89,-0.05
16-10-2020,26008.27,-0.96
15-10-2020,26149.18,0.54
14-10-2020,26488.64,1.3
13-10-2020,26406.34,-0.31
12-10-2020,26271.96,-0.51
09-10-2020,26044.81,-0.86
08-10-2020,26033.28,-0.04
07-10-2020,26406.77,1.43
06-10-2020,26311.18,-0.36
05-10-2020,26424.29,0.43
02-10-2020,26167.25,-0.97
01-10-2020,26147.87,-0.07
30-09-2020,25994.19,-0.59
29-09-2020,25490.86,-1.94
28-09-2020,25631.85,0.55
25-09-2020,25359.58,-1.06
24-09-2020,25790.02,1.7
23-09-2020,25906.8,0.45
22-09-2020,26171.63,1.02
21-09-2020,26443.37,1.04
18-09-2020,26324.28,-0.45
17-09-2020,26825.05,1.9
16-09-2020,26922.25,0.36
15-09-2020,26620.27,-1.12
14-09-2020,26650.43,0.11
11-09-2020,26615.77,-0.13
10-09-2020,26434.11,-0.68
09-09-2020,26153.05,-1.06
08-09-2020,26225.17,0.28
07-09-2020,26211.36,-0.05
04-09-2020,26143.5,-0.26
03-09-2020,26479.77,1.29
02-09-2020,26795.34,1.19
01-09-2020,26417.37,-1.41
28-08-2020,26149.06,-1.02
27-08-2020,25822.22,-1.25
26-08-2020,25881.72,0.23
25-08-2020,26265.82,1.48
24-08-2020,26014.12,-0.96
21-08-2020,25934.02,-0.31
20-08-2020,26789.81,3.3
19-08-2020,26954.97,0.62
18-08-2020,26211.58,-2.76
17-08-2020,26247.12,0.14
14-08-2020,25995.43,-0.96
13-08-2020,26016.03,0.08
12-08-2020,26831.69,3.14
11-08-2020,27305.46,1.77
10-08-2020,27715.79,1.5
07-08-2020,27529.99,-0.67
06-08-2020,27363.89,-0.6
05-08-2020,26538.06,-3.02
04-08-2020,26645.8,0.41
03-08-2020,26538.02,-0.4
30-07-2020,26169.65,-1.39
29-07-2020,25744.59,-1.62
28-07-2020,25841.99,0.38
27-07-2020,25213.4,-2.43
24-07-2020,24966.49,-0.98
23-07-2020,24529.26,-1.75
22-07-2020,24249.95,-1.14
21-07-2020,24142.4,-0.44
20-07-2020,23965.46,-0.73
17-07-2020,23927.13,-0.16
16-07-2020,23980.14,0.22
15-07-2020,23850.95,-0.54
14-07-2020,23929.86,0.33
13-07-2020,23951.09,0.09
10-07-2020,23932.15,-0.08
09-07-2020,23717.53,-0.9
08-07-2020,23358.06,-1.52
07-07-2020,23143.92,-0.92
03-07-2020,23115.22,-0.12
02-07-2020,23311.76,0.85
01-07-2020,22995.46,-1.36
30-06-2020,22965.1,-0.13
29-06-2020,22767.07,-0.86
26-06-2020,22817.89,0.22
25-06-2020,22922.24,0.46
24-06-2020,22661.56,-1.14
23-06-2020,22599.65,-0.27
22-06-2020,22440.3,-0.71
19-06-2020,22549.23,0.49
18-06-2020,22317.44,-1.03
17-06-2020,22431.59,0.51
16-06-2020,22275.61,-0.7
15-06-2020,22512.18,1.06
12-06-2020,22243.24,-1.19
11-06-2020,22051.94,-0.86
10-06-2020,21881.55,-0.77
09-06-2020,21613.29,-1.23
08-06-2020,21967.19,1.64
05-06-2020,21918.57,-0.22
04-06-2020,21954.11,0.16
03-06-2020,22512.74,2.54
02-06-2020,22790.27,1.23
01-06-2020,22832.62,0.19
29-05-2020,22857.49,0.11
28-05-2020,22592.08,-1.16
27-05-2020,22881.77,1.28
26-05-2020,23066.86,0.81
25-05-2020,23085.24,0.08
22-05-2020,23010.24,-0.32
21-05-2020,23364.21,1.54
20-05-2020,23158.81,-0.88
19-05-2020,23567.51,1.76
18-05-2020,23432.92,-0.57
15-05-2020,23309.53,-0.53
14-05-2020,23017.0,-1.25
13-05-2020,23010.98,-0.03
12-05-2020,22951.99,-0.26
11-05-2020,22852.32,-0.43
06-05-2020,23109.09,1.12
05-05-2020,23301.93,0.83
04-05-2020,22837.54,-1.99
30-04-2020,23552.78,3.13
29-04-2020,23677.88,0.53
28-04-2020,23783.74,0.45
27-04-2020,23933.9,0.63
24-04-2020,24007.48,0.31
23-04-2020,23857.43,-0.63
22-04-2020,23233.33,-2.62
21-04-2020,23157.62,-0.33
20-04-2020,23213.7,0.24
17-04-2020,23614.76,1.73
16-04-2020,23424.37,-0.81
15-04-2020,23477.49,0.23
14-04-2020,22836.78,-2.73
13-04-2020,23038.82,0.88
10-04-2020,23120.06,0.35
09-04-2020,23091.54,-0.12
08-04-2020,23223.83,0.57
07-04-2020,23099.79,-0.53
06-04-2020,22953.19,-0.63
03-04-2020,22853.11,-0.44
02-04-2020,22989.49,0.6
01-04-2020,23095.61,0.46
31-03-2020,23398.34,1.31
30-03-2020,23238.42,-0.68
27-03-2020,23234.12,-0.02
26-03-2020,23180.64,-0.23
20-03-2020,21351.12,-7.89
19-03-2020,21271.45,-0.37
18-03-2020,20631.9,-3.01
17-03-2020,21023.56,1.9
16-03-2020,20702.87,-1.53
13-03-2020,21007.82,1.47
12-03-2020,21091.61,0.4
11-03-2020,20973.62,-0.56
10-03-2020,20594.0,-1.81
06-03-2020,20155.44,-2.13
05-03-2020,20065.9,-0.44
04-03-2020,19549.41,-2.57
03-03-2020,19729.82,0.92
02-03-2020,19927.1,1.0
28-02-2020,20103.74,0.89
27-02-2020,20046.58,-0.28
26-02-2020,20055.98,0.05
25-02-2020,20360.65,1.52
24-02-2020,19742.45,-3.04
21-02-2020,19475.29,-1.35
20-02-2020,19513.14,0.19
19-02-2020,19242.13,-1.39
18-02-2020,19142.86,-0.52
17-02-2020,19116.3,-0.14
14-02-2020,19059.93,-0.29
13-02-2020,18950.01,-0.58
12-02-2020,19061.81,0.59
11-02-2020,19182.03,0.63
10-02-2020,19075.15,-0.56
07-02-2020,18994.24,-0.42
06-02-2020,18888.31,-0.56
05-02-2020,19172.05,1.5
04-02-2020,19322.25,0.78
03-02-2020,19263.88,-0.3
31-01-2020,19247.22,-0.09
30-01-2020,19138.21,-0.57
29-01-2020,19341.08,1.06
28-01-2020,19355.13,0.07
27-01-2020,19011.26,-1.78
24-01-2020,18879.35,-0.69
23-01-2020,18899.99,0.11
22-01-2020,18834.02,-0.35
21-01-2020,18844.76,0.06
20-01-2020,18841.55,-0.02
17-01-2020,18887.82,0.25
16-01-2020,18945.03,0.3
15-01-2020,18842.31,-0.54
14-01-2020,18844.37,0.01
13-01-2020,18795.65,-0.26
10-01-2020,18736.35,-0.32
09-01-2020,19247.03,2.73
08-01-2020,19198.81,-0.25
06-01-2020,19011.49,-0.98
05-01-2020,19033.88,0.12
